source_file,legacy_path_or_template,normalized_path,type,dynamic_template,binary_available,status
core/src/map/Background.java,/map/bgItem/rungRam.png,/map/bgItem/rungRam.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/CScreen.java,/map/corner.png,/map/corner.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/PrepareScr.java,/map/line.png,/map/line.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/CScreen.java,/map/tab_1.png,/map/tab_1.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/CScreen.java,/map/tab_2.png,/map/tab_2.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/CScreen.java,/map/tab_3.png,/map/tab_3.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/CScreen.java,/map/tab_4.png,/map/tab_4.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/CScreen.java,/map/tab_5.png,/map/tab_5.png,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/coreLG/CONFIG.java,UI/Old/map/bgItem/,UI/Old/map/bgItem/,map,NO,NO,BLOCKED_ASSET_MISSING
core/src/CLib/ManagerTile.java,/Tile/tile,/Tile/tile,tile,NO,NO,BLOCKED_ASSET_MISSING
core/src/CLib/ManagerTile.java,/Tile/tile_small,/Tile/tile_small,tile,NO,NO,BLOCKED_ASSET_MISSING
core/src/screen/GameScr.java,tile1.png,tile1.png,tile,NO,NO,BLOCKED_ASSET_MISSING
